"seq","sec","x","y"
25144,125.72,-6.561023235321045,0.9188879728317261
25145,125.725,-6.560934543609619,0.9258880019187927
25146,125.73,-6.560856342315674,0.9328882098197937
25147,125.735,-6.560788154602051,0.9398885369300842
25148,125.74,-6.560730457305908,0.9468889832496643
25149,125.745,-6.560683250427246,0.9538895487785339
25150,125.75,-6.5606465339660645,0.9608900547027588
25151,125.755,-6.560620307922363,0.9678906202316284
25152,125.76,-6.560604572296143,0.9748913049697876
25153,125.765,-6.560599327087402,0.981891930103302
25154,125.77,-6.560604095458984,0.9888926148414612
25155,125.775,-6.560619354248047,0.9958932995796204
25156,125.78,-6.56064510345459,1.0028939247131348
25157,125.785,-6.560681343078613,1.0098943710327148
25158,125.79,-6.560728073120117,1.016895055770874
25159,125.795,-6.560785293579102,1.023895502090454
25160,125.8,-6.560852527618408,1.030895709991455
25161,125.805,-6.560930252075195,1.037895917892456
25162,125.81,-6.561018466949463,1.0448960065841675
25163,125.815,-6.561124801635742,1.0524380207061768
25164,125.82,-6.561227798461914,1.0599853992462158
25165,125.825,-6.56132698059082,1.067533016204834
25166,125.83,-6.561421871185303,1.0750806331634521
25167,125.835,-6.5615129470825195,1.0826282501220703
25168,125.84,-6.561600208282471,1.090175986289978
25169,125.845,-6.561683654785156,1.0977237224578857
25170,125.85,-6.561763286590576,1.105271577835083
25171,125.855,-6.5618391036987305,1.1128195524215698
25172,125.86,-6.561911106109619,1.120367407798767
25173,125.865,-6.561979293823242,1.127915382385254
25174,125.87,-6.5620436668396,1.1354633569717407
25175,125.875,-6.562104225158691,1.1430113315582275
25176,125.88,-6.562160491943359,1.150559425354004
25177,125.885,-6.562212944030762,1.1581075191497803
25178,125.89,-6.562261581420898,1.165655493736267
25179,125.895,-6.5623064041137695,1.173203468322754
25180,125.9,-6.562347412109375,1.1807515621185303
25181,125.905,-6.562384605407715,1.1882996559143066
25182,125.91,-6.562417984008789,1.1958478689193726
25183,125.915,-6.562441825866699,1.2019128799438477
25184,125.92,-6.562450408935547,1.2079631090164185
25185,125.925,-6.562443733215332,1.2140130996704102
25186,125.93,-6.562421798706055,1.2200629711151123
25187,125.935,-6.562384605407715,1.2261128425598145
25188,125.94,-6.562332630157471,1.2321627140045166
25189,125.945,-6.562264919281006,1.2382123470306396
25190,125.95,-6.562182426452637,1.2442617416381836
25191,125.955,-6.562084674835205,1.2503111362457275
25192,125.96,-6.561971664428711,1.2563600540161133
25193,125.965,-6.561843395233154,1.2624086141586304
25194,125.97,-6.561699867248535,1.2684568166732788
25195,125.975,-6.561541557312012,1.2745047807693481
25196,125.98,-6.561367988586426,1.2805523872375488
25197,125.985,-6.561178684234619,1.2865993976593018
25198,125.99,-6.560974597930908,1.2926459312438965
25199,125.995,-6.560755252838135,1.298691987991333
25200,126.0,-6.560520648956299,1.3047375679016113
25201,126.005,-6.560271263122559,1.3107823133468628
25202,126.01,-6.560006141662598,1.3168264627456665
25203,126.015,-6.559691905975342,1.3236109018325806
25204,126.02,-6.559364318847656,1.330402135848999
25205,126.025,-6.559023380279541,1.3371927738189697
25206,126.03,-6.558669090270996,1.3439829349517822
25207,126.035,-6.5583014488220215,1.3507721424102783
25208,126.04,-6.557920932769775,1.3575607538223267
25209,126.045,-6.5575270652771,1.3643486499786377
25210,126.05,-6.557119846343994,1.3711357116699219
25211,126.055,-6.556699752807617,1.3779218196868896
25212,126.06,-6.556266784667969,1.3847072124481201
25213,126.065,-6.555819988250732,1.3914918899536133
25214,126.07,-6.555360317230225,1.39827561378479
25215,126.075,-6.554887771606445,1.4050583839416504
25216,126.08,-6.554401397705078,1.4118403196334839
25217,126.085,-6.5539021492004395,1.418621301651001
25218,126.09,-6.553390026092529,1.425401210784912
25219,126.095,-6.5528645515441895,1.4321801662445068
25220,126.1,-6.55232572555542,1.4389581680297852
25221,126.105,-6.551774024963379,1.4457348585128784
25222,126.11,-6.551208972930908,1.4525105953216553
25223,126.115,-6.550567626953125,1.4600239992141724
25224,126.12,-6.549925804138184,1.4675447940826416
